index,text,topic,subtopic
850,ภาคตะวันออกมีใครยังไม่โดนเยี่ยมบ้างคะ เค้าทำใจรอแล้ว #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'การเยี่ยมบ้าน']",['การเยี่ยมบ้าน']
851,บริหารมีใครโดนเยี่ยมแล้วบ้างไหมคับ #ธรรมศาสตร์ช้างเผือก,['ธรรมศาสตร์ช้างเผือก'],['การเยี่ยมบ้าน']
852,สอบถามคนที่ติดสัมโครงการนักเรียนสามจังหวัดหน่อยค่ะ ตอนนี้กรรมการเริ่มลงพื้นที่รึยังคะ #ธรรมศาสตร์ช้างเผือก #มธ #ธรรมศาสตร์ #นักเรียนสามจังหวัดชายแดนใต้,['ธรรมศาสตร์ช้างเผือก'],"['การเยี่ยมบ้าน', 'การสัมภาษณ์']"
853,"ขออนุญาตสอบถามเพื่อนๆที่ลงโครงการธรรมศาสตร์ช้างเผือก มีใครถูกเยี่ยมบ้านยังคะ เราคณะพาณิชยศาสตร์และการบัญชี 
#ธรรมศาสตร์ช้างเผือก",['ธรรมศาสตร์ช้างเผือก'],['การเยี่ยมบ้าน']
854,รัฐศาสตร์มีใครโดนเยี่ยมบ้านยังคะ #ธรรมศาสตร์ช้างเผือก,['ธรรมศาสตร์ช้างเผือก'],['การเยี่ยมบ้าน']
855,วิศวะโยธามีใครโดนเยี่ยมบ้านยังคะ #ธรรมศาสตร์ช้างเผือก,['ธรรมศาสตร์ช้างเผือก'],['การเยี่ยมบ้าน']
856,ทุกคนคิดว่าไม่โดนเยี่ยมแต่มีสิทธิ์ติดนี่จริงมั้ย หรือใครมีรุ่นพี่ที่ไม่โดนเยี่ยมแต่ติดบ้าง #ธรรมศาสตร์ช้างเผือก,['ธรรมศาสตร์ช้างเผือก'],"['การเยี่ยมบ้าน', 'เกณฑ์การพิจารณา']"
857,ภาคใต้มีใครโดนเยี่ยมบ้านแล้วบ้างคะ #ธรรมศาสตร์ช้างเผือก,['ธรรมศาสตร์ช้างเผือก'],['การเยี่ยมบ้าน']
858,วิศวะ ยังไม่โดนเยี่ยมบ้าน นี่ทำใจได้เลยใช่มั้ยครับ #ธรรมศาสตร์ช้างเผือก,['ธรรมศาสตร์ช้างเผือก'],['การเยี่ยมบ้าน']
862,หาเพื่อนคั้บสาขานี้มีมั้ย #dek68 #มธ #ธรรมศาสตร์ช้างเผือก,['ธรรมศาสตร์ช้างเผือก'],['เพื่อน']
